	Date	Retailer	Company	Margin	Amount
397	8/23/2019	PulseCraft Depot	BharatElectra Works	51.05	134.17
398	8/23/2019	PulseCraft Depot	SupraVolt Manufacturing	13.85	26.00
399	8/23/2019	Cash	NexaGrid Solutions	10.10	55.00
400	8/23/2019	Cash	SupraVolt Manufacturing	302.61	1299.00
401	8/24/2019	Cash	DynoAnchor Works	18.29	207.36
402	8/24/2019	Cash	BharatElectra Works	-56.50	2908.52
403	8/24/2019	Cash	BharatElectra Works	-78.79	3350.83
404	8/24/2019	Cash	BharatElectra Works	-127.72	5164.89
405	8/25/2019	VoltMaster	SupraVolt Manufacturing	549.67	2244.00
406	8/25/2019	VoltMaster	SupraVolt Manufacturing	133.44	1134.00
407	8/25/2019	VoltMaster	SupraVolt Manufacturing	302.34	1122.00
408	8/25/2019	VoltMaster	SupraVolt Manufacturing	177.51	1131.35
409	8/25/2019	Cash	DynoAnchor Works	7.67	60.16
410	8/25/2019	Cash	BharatElectra Works	-114.97	3293.92
411	8/25/2019	PulseCraft Depot	AnchorVolt Industries	133.40	469.69
412	8/25/2019	PulseCraft Depot	AnchorVolt Industries	42.90	155.92
413	8/25/2019	PulseCraft Depot	ApexVolt Industries	48.47	116.50
414	8/25/2019	PulseCraft Depot	OrionVolt Systems	50.66	117.28
415	8/25/2019	PulseCraft Depot	OrionVolt Systems	32.12	70.84
416	8/25/2019	PulseCraft Depot	BharatElectra Works	-27.96	1098.64
417	8/26/2019	PulseCraft Depot	HavellCore Technologies	6.46	14.04
418	8/26/2019	PulseCraft Depot	BharatElectra Works	34.19	113.00
419	8/27/2019	PulseCraft Depot	PowerShakti Engineering	14.80	216.00
420	8/27/2019	PulseCraft Depot	NexaGrid Solutions	24.15	110.00
421	8/27/2019	PulseCraft Depot	OrionVolt Systems	9.21	40.21
422	8/27/2019	ElectroMotive	AnchorVolt Industries	330.44	2045.80
423	8/29/2019	Cash	ApexVolt Industries	200.73	1900.98
424	8/29/2019	Cash	Others	269.99	286.00
425	8/29/2019	Cash	Others	159.00	170.00
426	8/29/2019	Cash	AnchorVolt Industries	545.68	1756.30
427	8/29/2019	Cash	AnchorVolt Industries	414.91	1297.60
428	8/29/2019	Cash	AnchorVolt Industries	35.98	90.18
429	8/29/2019	Cash	AnchorVolt Industries	133.07	406.76
430	8/29/2019	Cash	AnchorVolt Industries	311.06	1031.96
431	8/29/2019	Cash	AnchorVolt Industries	352.56	959.50
432	8/29/2019	Cash	AnchorVolt Industries	233.19	703.68
433	8/29/2019	Cash	AnchorVolt Industries	165.87	561.54
434	8/29/2019	Cash	AnchorVolt Industries	87.81	269.72
435	8/29/2019	Cash	AnchorVolt Industries	231.81	919.00
436	8/29/2019	Cash	AnchorVolt Industries	29.20	126.20
437	8/29/2019	Cash	AnchorVolt Industries	212.93	634.20
438	8/29/2019	Cash	AnchorVolt Industries	543.28	1563.00
439	8/29/2019	Cash	VoltIndus Fabrications	299.67	1463.00
440	8/29/2019	Cash	Others	45.04	81.20
441	8/29/2019	Cash	Others	32.72	47.80
442	8/29/2019	Cash	Others	39.40	50.20
443	8/29/2019	Cash	Others	137.38	164.00
444	8/29/2019	Cash	OrionVolt Systems	380.83	682.00
445	8/29/2019	Cash	Others	87.50	92.00
446	8/29/2019	Cash	AnchorVolt Industries	116.44	380.40
447	8/29/2019	Cash	AnchorVolt Industries	561.23	1881.80
448	8/29/2019	Cash	AnchorVolt Industries	40.35	133.56
449	8/29/2019	Cash	AnchorVolt Industries	305.02	1040.96
450	8/29/2019	Cash	AnchorVolt Industries	90.87	261.80
451	8/29/2019	Cash	AnchorVolt Industries	75.67	245.12
452	8/29/2019	Cash	AnchorVolt Industries	236.75	796.86
453	8/29/2019	Cash	AnchorVolt Industries	908.16	1970.00
454	8/29/2019	Cash	AnchorVolt Industries	285.38	886.00
455	8/29/2019	Cash	AnchorVolt Industries	466.26	1424.00
456	8/29/2019	Cash	AnchorVolt Industries	248.32	737.00
457	8/29/2019	Cash	AnchorVolt Industries	87.06	272.72
458	8/29/2019	Cash	AnchorVolt Industries	136.35	443.00
459	8/29/2019	Cash	AnchorVolt Industries	57.78	237.50
460	8/29/2019	Cash	AnchorVolt Industries	152.12	422.40
461	8/29/2019	Cash	AnchorVolt Industries	980.54	2672.60
462	8/29/2019	Cash	HavellCore Technologies	131.11	179.72
463	8/29/2019	Cash	DynoAnchor Works	21.20	78.66
464	8/29/2019	Cash	HavellMatic Fabrications	84.15	456.00
465	8/29/2019	Cash	Others	19.99	76.60
466	8/29/2019	Cash	Others	60.67	118.00
467	8/29/2019	Cash	PowerCrest Engineering	62.93	163.40
468	8/29/2019	Cash	VoltIndus Fabrications	229.28	1098.00
469	8/29/2019	Cash	VoltIndus Fabrications	341.95	1365.00
470	8/29/2019	Cash	BharatElectra Works	840.94	2353.00
471	8/29/2019	Cash	BharatElectra Works	952.10	9031.00
472	8/29/2019	Cash	Others	115.51	206.60
473	8/29/2019	Cash	Others	276.84	309.00
474	8/29/2019	Cash	OrionVolt Systems	103.13	687.40
475	8/29/2019	Cash	OrionVolt Systems	70.25	126.00
476	8/29/2019	Cash	OrionVolt Systems	382.47	1179.00
477	8/29/2019	Cash	OrionVolt Systems	242.72	696.92
478	8/29/2019	Cash	#VALUE!	11.84	23.80
479	8/29/2019	Cash	HavellCore Technologies	32.21	46.84
480	8/29/2019	Cash	OrionVolt Systems	24.02	60.90
481	8/29/2019	PulseCraft Depot	NexaGrid Solutions	27.16	281.20
482	8/30/2019	Cash	DynoAnchor Works	55.54	236.06
483	8/30/2019	Cash	BharatElectra Works	-115.78	3294.92
484	8/30/2019	Cash	BharatElectra Works	257.56	7676.60
485	8/30/2019	Cash	BharatElectra Works	-235.26	6198.70
486	8/30/2019	Cash	BharatElectra Works	-648.69	16484.80
487	8/30/2019	Cash	BharatElectra Works	-191.11	5094.30
488	8/31/2019	SparkWave	SupraVolt Manufacturing	81.30	726.00
489	8/31/2019	SparkWave	SupraVolt Manufacturing	94.44	961.00
490	8/31/2019	SparkWave	ElectroSaar Fabricators	-57.20	955.00
491	8/31/2019	SparkWave	ElectroSaar Fabricators	200.00	1053.00
492	8/31/2019	SparkWave	ElectroSaar Fabricators	44.00	261.00
493	8/31/2019	Cash	Others	264.28	677.00
494	8/31/2019	Cash	PowerShakti Engineering	54.69	4034.00
495	8/31/2019	Cash	Others	39.38	210.00
496	8/31/2019	Cash	Others	38.45	275.80
497	8/31/2019	Cash	Others	-37.38	203.40
498	8/31/2019	Cash	Others	57.70	229.40
499	8/31/2019	Cash	OrionVolt Systems	158.35	480.00
500	8/31/2019	Cash	OrionVolt Systems	322.71	962.00
501	8/31/2019	Cash	FusionAnchor Technologies	106.03	400.96
502	8/31/2019	Cash	FusionAnchor Technologies	317.38	1112.36
503	8/31/2019	Cash	FusionAnchor Technologies	195.91	700.00
504	8/31/2019	Cash	FusionAnchor Technologies	67.41	168.60
505	8/31/2019	Cash	FusionAnchor Technologies	155.69	512.60
506	8/31/2019	Cash	FusionAnchor Technologies	193.12	687.00
507	8/31/2019	Cash	FusionAnchor Technologies	227.39	816.60
508	8/31/2019	Cash	FusionAnchor Technologies	582.71	1245.66
509	8/31/2019	Cash	ElectroSaar Fabricators	142.84	453.00
510	8/31/2019	BrightCircuit	AnchorVolt Industries	856.68	5899.50
511	8/31/2019	BrightCircuit	AnchorVolt Industries	311.42	2324.00
512	8/31/2019	BrightCircuit	AnchorVolt Industries	492.54	2659.50
513	8/31/2019	BrightCircuit	AnchorVolt Industries	999.28	5015.00
514	8/31/2019	BrightCircuit	AnchorVolt Industries	161.73	1030.40
515	8/31/2019	BrightCircuit	AnchorVolt Industries	119.99	902.20
516	8/31/2019	BrightCircuit	AnchorVolt Industries	194.85	1240.00
517	8/31/2019	BrightCircuit	AnchorVolt Industries	774.38	4069.98
518	8/31/2019	BrightCircuit	SupraVolt Manufacturing	76.81	511.40
519	8/31/2019	BrightCircuit	SupraVolt Manufacturing	80.50	369.00
520	8/31/2019	BrightCircuit	SupraVolt Manufacturing	80.41	529.20
521	8/31/2019	BrightCircuit	SupraVolt Manufacturing	49.72	275.00
522	8/31/2019	PowerPulse	SupraVolt Manufacturing	122.40	492.00
523	8/31/2019	PowerPulse	SupraVolt Manufacturing	77.80	505.40
524	8/31/2019	PowerPulse	SupraVolt Manufacturing	110.44	978.00
525	8/31/2019	PowerPulse	SupraVolt Manufacturing	131.95	1027.00
526	8/31/2019	PowerPulse	SupraVolt Manufacturing	445.76	534.00
527	8/31/2019	PowerPulse	SupraVolt Manufacturing	92.09	206.00
528	8/31/2019	PowerPulse	SupraVolt Manufacturing	107.24	443.00
529	8/31/2019	PowerPulse	SupraVolt Manufacturing	62.00	355.00
530	8/31/2019	PowerPulse	SupraVolt Manufacturing	620.50	1025.00
531	8/31/2019	PowerPulse	SupraVolt Manufacturing	83.40	518.20
532	8/31/2019	PowerPulse	SupraVolt Manufacturing	46.72	275.00
533	8/31/2019	PowerPulse	SupraVolt Manufacturing	216.82	896.00
534	8/31/2019	PowerPulse	SupraVolt Manufacturing	113.04	779.00
535	8/31/2019	PowerPulse	SupraVolt Manufacturing	105.61	621.00
536	8/31/2019	PowerNode	Others	1427.16	4213.00
537	8/31/2019	PowerNode	SupraVolt Manufacturing	167.85	525.00
538	8/31/2019	PowerNode	SupraVolt Manufacturing	79.61	499.40
539	8/31/2019	PowerNode	FusionAnchor Technologies	203.31	1598.84
540	8/31/2019	Cash	PowerShakti Engineering	29.14	349.00
541	8/31/2019	Cash	Others	20.13	78.80
542	8/31/2019	Cash	OrionVolt Systems	12.29	31.00
543	8/31/2019	Cash	OrionVolt Systems	40.51	101.10
544	8/31/2019	Cash	ElectroSaar Fabricators	29.41	48.80
545	8/31/2019	ElectroFusion	FusionAnchor Technologies	1833.49	5029.40
546	8/31/2019	ElectroFusion	FusionAnchor Technologies	3204.50	3443.45
547	8/31/2019	ElectroFusion	FusionAnchor Technologies	146.73	1234.16
548	8/31/2019	ElectroFusion	FusionAnchor Technologies	249.89	2097.42
549	8/31/2019	ElectroFusion	FusionAnchor Technologies	275.31	2359.16
550	9/1/2019	PulseCraft Depot	BharatElectra Works	62.00	525.00
551	9/1/2019	PulseCraft Depot	BharatElectra Works	35.40	122.00
552	9/1/2019	PulseCraft Depot	BharatElectra Works	49.50	282.00
553	9/1/2019	Cash	AnchorVolt Industries	57.69	186.42
554	9/1/2019	Cash	NexaGrid Solutions	303.23	333.20
555	9/1/2019	Cash	VoltIndus Fabrications	39.00	190.00
556	9/1/2019	Cash	OrionVolt Systems	29.90	84.80
557	9/2/2019	Cash	DynoGrid Industries	946.05	5789.00
558	9/2/2019	Cash	Others	18.56	485.80
559	9/2/2019	Cash	DynoAnchor Works	32.46	139.66
560	9/2/2019	Cash	Others	430.37	1812.20
561	9/2/2019	Cash	Others	1036.99	4947.92
562	9/3/2019	ElectroMotive	SupraVolt Manufacturing	160.58	814.00
563	9/3/2019	PulseCraft Depot	AnchorVolt Industries	48.16	138.40
564	9/3/2019	PulseCraft Depot	AnchorVolt Industries	19.82	51.20
565	9/3/2019	PulseCraft Depot	HavellCore Technologies	4.33	14.88
566	9/3/2019	PulseCraft Depot	BharatElectra Works	10.41	31.04
567	9/3/2019	PulseCraft Depot	BharatElectra Works	34.38	273.00
568	9/3/2019	PulseCraft Depot	OrionVolt Systems	42.89	117.35
569	9/3/2019	PulseCraft Depot	BharatElectra Works	79.21	347.00
570	9/3/2019	PulseCraft Depot	BharatElectra Works	89.52	327.60
571	9/3/2019	PulseCraft Depot	ZenithCraft Engineering	408.00	2180.00
572	9/3/2019	PulseCraft Depot	SupraVolt Manufacturing	83.09	152.00
573	9/5/2019	PulseCraft Depot	ApexVolt Industries	16.76	109.00
574	9/5/2019	PulseCraft Depot	BharatElectra Works	14.40	102.00
575	9/5/2019	PulseCraft Depot	ApexVolt Industries	27.67	56.00
576	9/5/2019	PulseCraft Depot	ApexVolt Industries	17.52	51.00
577	9/5/2019	PulseCraft Depot	ApexVolt Industries	22.47	65.00
578	9/5/2019	PulseCraft Depot	ApexVolt Industries	41.50	41.00
579	9/5/2019	PulseCraft Depot	NexaGrid Solutions	41.50	45.00
580	9/5/2019	Cash	ApexVolt Industries	12.43	59.00
581	9/5/2019	Cash	ApexVolt Industries	59.73	148.00
582	9/5/2019	Cash	ApexVolt Industries	22.85	103.00
583	9/5/2019	Cash	ApexVolt Industries	48.27	171.00
584	9/5/2019	Cash	ApexVolt Industries	33.44	46.00
585	9/5/2019	Cash	NexaGrid Solutions	42.44	38.00
586	9/5/2019	Cash	BharatElectra Works	46.32	43.20
587	9/5/2019	Cash	OrionVolt Systems	23.23	92.27
588	9/5/2019	Cash	ElectroSaar Fabricators	36.07	80.00
589	9/5/2019	PulseCraft Depot	NexaGrid Solutions	37.50	38.00
590	9/5/2019	PulseCraft Depot	BharatElectra Works	24.90	116.00
591	9/5/2019	PulseCraft Depot	BharatElectra Works	152.55	981.00
592	9/5/2019	Cash	ApexVolt Industries	33.12	116.00
593	9/5/2019	Cash	DynoAnchor Works	22.94	350.00
594	9/5/2019	Cash	FusionAnchor Technologies	1293.91	4721.92
595	9/5/2019	Cash	FusionAnchor Technologies	266.97	1145.29
596	9/5/2019	PulseCraft Depot	NexaGrid Solutions	20.67	51.00
597	9/5/2019	PulseCraft Depot	Others	140.00	732.75
598	9/5/2019	PulseCraft Depot	BharatElectra Works	54.92	230.00
599	9/5/2019	PulseCraft Depot	SupraVolt Manufacturing	157.33	283.00
600	9/5/2019	PulseCraft Depot	OrionVolt Systems	15.27	36.55
601	9/7/2019	Cash	AnchorVolt Industries	52.20	134.40
602	9/7/2019	Cash	AnchorVolt Industries	119.87	460.00
603	9/7/2019	Cash	BharatElectra Works	212.85	1248.48
604	9/7/2019	Cash	BharatElectra Works	46.25	473.00
605	9/7/2019	Cash	Others	13.01	16.80
606	9/7/2019	Cash	OrionVolt Systems	188.11	252.00
607	9/7/2019	PulseCraft Depot	AnchorVolt Industries	55.15	128.40
608	9/7/2019	PulseCraft Depot	AnchorVolt Industries	47.85	133.36
609	9/7/2019	PulseCraft Depot	AnchorVolt Industries	95.08	266.00
610	9/7/2019	PulseCraft Depot	HavellCore Technologies	8.27	19.20
611	9/7/2019	PulseCraft Depot	DynoAnchor Works	5.81	21.60
612	9/7/2019	PulseCraft Depot	OrionVolt Systems	78.83	289.20
613	9/7/2019	PulseCraft Depot	ElectroSaar Fabricators	9.69	27.20
614	9/7/2019	PulseCraft Depot	ElectroZenith Works	47.84	131.00
615	9/7/2019	PulseCraft Depot	NexaGrid Solutions	19.10	55.00
616	9/7/2019	PulseCraft Depot	BharatElectra Works	54.80	225.00
617	9/7/2019	PulseCraft Depot	ElectraBharat Manufacturing	40.20	283.00
618	9/7/2019	PulseCraft Depot	ElectraBharat Manufacturing	41.20	277.00
619	9/8/2019	ElectroEmpire	Others	295.80	1677.00
620	9/8/2019	ElectroEmpire	Others	850.14	4760.00
621	9/8/2019	ElectroEmpire	OrionVolt Systems	647.82	2353.92
622	9/8/2019	ElectroEmpire	OrionVolt Systems	165.38	631.80
623	9/8/2019	ElectroEmpire	OrionVolt Systems	519.55	1753.68
624	9/8/2019	ElectroEmpire	OrionVolt Systems	525.03	2013.20
625	9/8/2019	ElectroEmpire	OrionVolt Systems	678.16	2582.40
626	9/8/2019	ElectroEmpire	OrionVolt Systems	425.95	2397.75
627	9/8/2019	ElectroEmpire	OrionVolt Systems	638.64	2944.75
628	9/8/2019	PulseCraft Depot	ApexVolt Industries	19.03	198.80
629	9/8/2019	PulseCraft Depot	AnchorVolt Industries	161.65	424.80
630	9/8/2019	PulseCraft Depot	AnchorVolt Industries	140.15	441.00
631	9/8/2019	PulseCraft Depot	AnchorVolt Industries	76.24	250.96
632	9/8/2019	PulseCraft Depot	AnchorVolt Industries	105.96	346.12
633	9/8/2019	PulseCraft Depot	AnchorVolt Industries	29.99	98.18
634	9/8/2019	PulseCraft Depot	AnchorVolt Industries	74.05	206.88
635	9/8/2019	PulseCraft Depot	AnchorVolt Industries	76.30	261.74
636	9/8/2019	PulseCraft Depot	AnchorVolt Industries	73.83	205.10
637	9/8/2019	PulseCraft Depot	AnchorVolt Industries	65.80	186.42
638	9/8/2019	PulseCraft Depot	AnchorVolt Industries	25.96	65.68
639	9/8/2019	PulseCraft Depot	AnchorVolt Industries	249.92	670.40
640	9/8/2019	PulseCraft Depot	DynoAnchor Works	3.63	33.20
641	9/8/2019	PulseCraft Depot	VoltIndus Fabrications	106.52	545.60
642	9/8/2019	PulseCraft Depot	VoltIndus Fabrications	107.56	618.50
643	9/8/2019	PulseCraft Depot	Others	73.70	83.00
644	9/8/2019	ElectroMotive	AnchorVolt Industries	155.13	1298.60
645	9/8/2019	ElectroMotive	AnchorVolt Industries	196.30	1279.50
646	9/8/2019	ElectroMotive	OrionVolt Systems	184.59	743.04
647	9/8/2019	ElectroMotive	OrionVolt Systems	176.55	713.14
648	9/8/2019	WattWave	AnchorVolt Industries	27.72	153.07
649	9/8/2019	WattWave	OrionVolt Systems	126.53	641.30
650	9/9/2019	Cash	SupraVolt Manufacturing	58.48	138.00
651	9/9/2019	Cash	SupraVolt Manufacturing	31.51	51.00
652	9/9/2019	Cash	OrionVolt Systems	59.44	83.40
653	9/9/2019	Cash	Others	29.79	103.00
654	9/9/2019	Cash	Others	5.96	20.84
655	9/9/2019	Cash	AnchorVolt Industries	1239.97	1338.00
656	9/9/2019	Cash	HavellCore Technologies	6.85	52.14
657	9/9/2019	Cash	PowerShakti Engineering	1.22	964.00
658	9/9/2019	Cash	PowerShakti Engineering	11.45	73.20
659	9/9/2019	Cash	BharatElectra Works	205.58	6142.88
660	9/9/2019	Cash	BharatElectra Works	29.03	696.00
661	9/9/2019	Cash	BharatElectra Works	48.06	1974.00
662	9/9/2019	Cash	OrionVolt Systems	98.64	476.40
663	9/9/2019	Cash	FusionAnchor Technologies	66.84	271.53
664	9/9/2019	Cash	FusionAnchor Technologies	76.13	300.48
665	9/9/2019	Cash	ElectroSaar Fabricators	10.34	37.60
666	9/9/2019	PulseCraft Depot	BharatElectra Works	56.80	232.00
667	9/9/2019	VoltGuard	OrionVolt Systems	230.60	1656.00
668	9/9/2019	PulseCraft Depot	HavellCore Technologies	8.48	18.04
669	9/9/2019	PulseCraft Depot	SupraVolt Manufacturing	16.71	53.00
670	9/9/2019	PulseCraft Depot	OrionVolt Systems	24.55	64.85
671	9/10/2019	PowerNode	Others	852.00	4770.00
672	9/10/2019	Cash	AnchorVolt Industries	405.36	1096.00
673	9/10/2019	Cash	AnchorVolt Industries	131.01	470.10
674	9/10/2019	Cash	AnchorVolt Industries	143.48	553.00
675	9/10/2019	Cash	AnchorVolt Industries	83.11	306.76
676	9/10/2019	Cash	AnchorVolt Industries	169.15	627.08
677	9/10/2019	Cash	AnchorVolt Industries	75.18	260.43
678	9/10/2019	Cash	AnchorVolt Industries	138.67	424.05
679	9/10/2019	Cash	AnchorVolt Industries	57.05	138.95
680	9/10/2019	Cash	VoltIndus Fabrications	159.42	1169.40
681	9/10/2019	Cash	BharatElectra Works	-172.53	4372.00
682	9/10/2019	Cash	BharatElectra Works	334.99	3024.00
683	9/10/2019	Cash	OrionVolt Systems	132.59	379.40
684	9/10/2019	Cash	OrionVolt Systems	76.01	163.80
685	9/10/2019	Cash	OrionVolt Systems	99.66	400.50
686	9/11/2019	ElectroCharge	GridHaven Systems	143.77	783.00
687	9/11/2019	PulseCraft Depot	ApexVolt Industries	19.80	108.00
688	9/11/2019	PulseCraft Depot	BharatElectra Works	26.45	122.00
689	9/11/2019	PulseCraft Depot	BharatElectra Works	6.47	130.25
690	9/11/2019	PulseCraft Depot	BharatElectra Works	54.62	293.00
691	9/11/2019	PulseCraft Depot	FusionAnchor Technologies	28.31	45.80
692	9/11/2019	PulseCraft Depot	ElectroSaar Fabricators	11.32	37.00
693	9/11/2019	PulseCraft Depot	ElectroZenith Works	30.48	72.00
694	9/11/2019	PulseCraft Depot	BharatElectra Works	20.87	165.50
695	9/11/2019	PulseCraft Depot	OrionVolt Systems	26.41	68.85
696	9/12/2019	Cash	AnchorVolt Industries	402.78	1514.50
697	9/12/2019	Cash	AnchorVolt Industries	295.84	1209.65
698	9/12/2019	Cash	AnchorVolt Industries	131.58	549.00
699	9/12/2019	Cash	AnchorVolt Industries	190.79	602.50
700	9/12/2019	Cash	AnchorVolt Industries	59.05	133.95
701	9/12/2019	Cash	AnchorVolt Industries	175.33	605.33
702	9/12/2019	Cash	AnchorVolt Industries	23.20	91.81
703	9/12/2019	Cash	AnchorVolt Industries	551.55	1312.30
704	9/12/2019	Cash	AnchorVolt Industries	343.41	1269.90
705	9/12/2019	Cash	AnchorVolt Industries	120.65	421.42
706	9/12/2019	Cash	AnchorVolt Industries	165.04	952.90
707	9/12/2019	Cash	AnchorVolt Industries	70.72	341.40
708	9/12/2019	Cash	AnchorVolt Industries	39.00	159.00
709	9/12/2019	Cash	AnchorVolt Industries	201.39	739.00
710	9/12/2019	Cash	AnchorVolt Industries	412.95	1165.50
711	9/12/2019	Cash	AnchorVolt Industries	212.64	622.80
712	9/12/2019	Cash	OrionVolt Systems	452.30	600.00
713	9/12/2019	Cash	OrionVolt Systems	49.20	124.80
714	9/12/2019	Cash	OrionVolt Systems	85.01	170.80
715	9/12/2019	Cash	OrionVolt Systems	282.88	749.70
716	9/12/2019	Cash	OrionVolt Systems	468.87	854.00
717	9/12/2019	Cash	OrionVolt Systems	73.13	234.50
718	9/12/2019	PowerPulse	OrionVolt Systems	526.70	2217.40
719	9/12/2019	PowerPulse	OrionVolt Systems	468.26	2523.20
720	9/4/2019	Cash	Others	247.53	1195.72
721	9/13/2019	CurrentConnect	Others	299.78	1668.00
722	9/13/2019	CurrentConnect	Others	424.54	2388.00
723	9/13/2019	CurrentConnect	OrionVolt Systems	496.24	2370.20
724	9/13/2019	CurrentConnect	OrionVolt Systems	554.01	1867.92
725	9/13/2019	CurrentConnect	OrionVolt Systems	423.28	2098.40
726	9/13/2019	CurrentConnect	OrionVolt Systems	471.82	2677.60
727	9/13/2019	CurrentConnect	OrionVolt Systems	770.55	3098.00
728	9/13/2019	Cash	AnchorVolt Industries	35.33	123.12
729	9/13/2019	Cash	VoltIndus Fabrications	195.95	963.24
730	9/13/2019	Cash	BharatElectra Works	658.01	3322.20
731	9/13/2019	Cash	BharatElectra Works	10610.62	11437.00
732	9/13/2019	PulseCraft Depot	OrionVolt Systems	228.02	494.40
733	9/13/2019	PulseCraft Depot	OrionVolt Systems	285.50	906.00
734	9/15/2019	PulseCraft Depot	AnchorVolt Industries	182.00	400.00
735	9/15/2019	CurrentControl	FusionAnchor Technologies	168.20	1372.82
736	9/15/2019	CurrentControl	FusionAnchor Technologies	117.18	987.34
737	9/15/2019	CurrentControl	FusionAnchor Technologies	68.02	505.56
738	9/15/2019	CurrentControl	FusionAnchor Technologies	122.47	1057.71
739	9/15/2019	ElectroSphere	Others	334.50	1890.60
740	9/15/2019	ElectroSphere	Others	594.50	3338.00
741	9/15/2019	ElectroSphere	Others	262.50	1428.00
742	9/15/2019	ElectroSphere	OrionVolt Systems	689.01	1434.00
743	9/15/2019	ElectroSphere	OrionVolt Systems	290.30	1492.40
744	9/15/2019	ElectroSphere	OrionVolt Systems	513.24	2361.80
745	9/15/2019	PulseCraft Depot	AnchorVolt Industries	99.56	261.80
746	9/15/2019	PulseCraft Depot	AnchorVolt Industries	42.91	142.36
747	9/15/2019	PulseCraft Depot	AnchorVolt Industries	16.81	83.20
748	9/15/2019	PulseCraft Depot	AnchorVolt Industries	134.32	365.60
749	9/15/2019	PulseCraft Depot	HavellCore Technologies	18.94	33.22
750	9/15/2019	PulseCraft Depot	VoltIndus Fabrications	61.39	349.60
751	9/15/2019	PulseCraft Depot	BharatElectra Works	71.28	1537.72
752	9/15/2019	PulseCraft Depot	SupraVolt Manufacturing	35.04	72.00
753	9/15/2019	PulseCraft Depot	SupraVolt Manufacturing	16.40	41.42
754	9/15/2019	PulseCraft Depot	OrionVolt Systems	18.10	69.00
755	9/15/2019	PulseCraft Depot	OrionVolt Systems	101.88	332.40
756	9/15/2019	PulseCraft Depot	OrionVolt Systems	47.94	126.35
757	9/15/2019	PulseCraft Depot	ElectroSaar Fabricators	13.71	32.20
758	9/15/2019	PulseCraft Depot	ElectroZenith Works	137.52	543.00
759	9/15/2019	PulseCraft Depot	AnchorVolt Industries	49.15	192.36
760	9/15/2019	PulseCraft Depot	AnchorVolt Industries	101.38	357.00
761	9/15/2019	PulseCraft Depot	Others	5.64	18.72
762	9/15/2019	PulseCraft Depot	Others	235.92	264.00
763	9/15/2019	ElectroLink	AnchorVolt Industries	1526.69	4914.17
764	9/15/2019	ElectroLink	AnchorVolt Industries	193.03	1477.70
765	9/15/2019	ElectroLink	AnchorVolt Industries	329.44	2033.80
